attendance_rate,quiz_avg,assignment_avg,midterm_score,base_cgpa,passed
62.472407130841745,61.526542810897446,73.81623953671183,67.9439429605111,3.120642385194555,1
97.04285838459498,58.33455021037848,83.73451177530978,61.09662841722439,1.9309659052629156,1
83.9196365086843,22.051365264514857,40.03743190339992,43.05476207676236,3.6809864083870374,1
75.91950905182219,47.299826210092505,69.98992796855991,20.517148623176844,3.0327905976731038,0
49.36111842654619,50.41564950286856,65.7396786514999,59.69913775206511,1.8930097088923856,0
49.35967122017216,51.90582247175204,86.62643014306168,42.85007908497945,3.905845143703017,0
43.48501673009197,66.41378953818659,92.48696483850084,78.76866405684281,2.7959136583383017,0
91.97056874649611,62.68820373815028,20.972541718190946,21.915701221638678,1.6822461296791376,0
76.06690070459253,68.63240742347557,73.92159352470341,66.78622490446327,3.067082261037668,1
82.48435466776273,81.19066092337026,24.146863929578323,95.31793900048524,2.1329972675320255,1
41.23506965774815,85.03885909728749,63.908693206188474,33.95274136891996,3.5092336296932563,0
98.19459112971967,77.44984609811955,43.010618323494256,57.73195926004763,3.5445551839154765,1
89.94655844802531,96.44189567639478,44.5421279617713,27.313759345371054,3.9473683896366545,1
52.74034664069657,21.45860661410893,48.23668027618852,70.05455298090821,2.754673827561259,0
50.909498032426036,35.662238854683686,69.70339592396881,64.04253444769805,2.6373921993193425,1
51.00427059120603,20.605029998251368,46.72399725350154,52.589241937026586,3.3836890136162014,0
58.254534577572265,71.79797713236823,78.61592404722244,61.7101617178993,1.8311766408548165,1
71.48538589793426,91.84244391599896,52.36219084590957,91.72597267752082,2.8672887844828105,1
65.91670111852694,39.47858372610394,25.468256024796688,35.70354418488536,2.8656190003271274,1
57.47374841188251,94.16276358370453,82.70078739872858,21.80516093642778,1.723682807025968,0
76.71117368334276,24.821391223164866,42.86066596741648,88.93319077592808,2.544960213767284,1
48.36963163912251,94.75488214444114,54.62135036794101,66.16936659103251,3.6332119964180047,0
57.528678912113094,48.12981497917075,74.83551065775212,91.2526764369474,3.640384054986651,1
61.9817105976215,28.11366627593732,46.59649257189696,67.75561787305381,1.7480941622992026,0
67.36419905302216,58.86974073490605,24.52685249173725,84.8128871967762,1.7268022068695772,1
87.11055768358082,40.542125417640634,49.913683761025084,54.373869068411835,2.156738692504838,1
51.98042692950158,42.78983215695383,95.55588661554427,79.9887945030615,3.6869151563849836,1
70.8540663048167,44.58319719410292,71.33875178388465,93.04331735118848,1.8222564626837474,1
75.54487413172255,84.24207182661307,73.71833189337656,65.7698370977765,3.2999920065686155,1
42.78702476319987,63.132902134020355,70.58257229101119,34.462812044990365,1.752914049032758,0
76.45269111408629,44.90461593248029,35.919371116754945,41.50380920241585,3.0578446343695633,1
50.23144742123749,68.82670266487347,53.46670912818241,35.89156615179246,2.3901682477978623,0
43.90309557911677,77.29205393785548,80.07518386906546,39.74856220765864,3.4722849074146676,0
96.93313223519999,41.8099200586827,28.10983180425273,44.51323594808291,2.0842261220634093,1
97.93792198447356,53.08392812202812,42.22822208717698,64.41070294025508,3.0980045734748995,1
88.50384088698766,29.750887466955803,42.10552867726829,67.03933035710662,2.0892063364397124,1
58.27682615040224,34.491947962774425,54.56151420756048,54.11997977934889,3.2841507077803844,1
45.86032684038303,74.48942831719862,98.42949927537481,69.23366238566683,3.6841950864018718,0
81.05398159072942,34.515067815650156,25.400203734705755,26.525994048909276,1.8170044978169,0
66.40914962437608,62.01307069336481,61.496079550447604,27.023058964652797,3.6664892214887588,0
47.32229409068673,76.72370093779462,34.349174560976834,33.746356828612676,2.9839381360357446,0
69.71061460667622,28.55015384757951,97.65412363277953,61.44619984322758,1.81777622716756,1
42.063311266913104,65.38497757031229,29.064280378197136,37.119574295865085,2.56885463839928,0
94.55922412472692,40.525022696109104,52.288080188927296,42.662752279406185,1.9021507337127448,1
55.52679889600101,97.03415001900639,79.03079878676849,52.025026893839524,3.250869722166424,1
79.75133706123893,58.683651737593976,76.36435424219562,84.94928992083038,3.397170336044874,1
58.70266456536466,84.47940398201266,53.818290951514584,21.10897087302881,1.7644913006819973,0
71.20408127066865,64.01812337250094,47.721933436217455,71.95030561892979,2.765349631736611,1
72.80261676059678,23.473002628385533,51.808990284229644,73.51012248325483,3.536562640064793,1
51.091267331531625,70.65211004752179,41.142101052691146,83.89246242853092,3.840407603877491,1
98.17507766587352,96.11226737653256,36.42663509654398,94.62023512482506,2.7837946668544253,1
86.50796940166687,68.1289456117065,58.6431758047112,21.611027915943186,3.8756980590285175,1
96.36993649385136,85.53510875414321,41.482700485408586,32.30269644105729,2.8392224261400747,1
93.68964102565893,90.73651706787263,42.99693319178001,90.89370352447945,2.48547623649977,1
75.8739987286651,38.2463817559146,72.54048507796456,56.68148497496123,3.6205078213822386,1
95.312454101387,36.96358719265813,97.48298653599137,65.16725111467707,2.7324567761452228,1
45.30955012311517,68.87847910807935,68.29097604475001,73.0421762978518,2.6797562764113074,0
51.75897174514871,52.882277584536375,26.158357365197304,74.325328359651,2.725781223524571,1
42.71363733463228,87.18890422933762,26.04668910832536,94.53923226532066,3.6169625046743636,0
59.519819845795865,92.00184987184089,96.11385766764528,99.75595339293358,3.57985385422013,1
63.320637381368925,48.27371034421745,43.78326322458669,77.61259687447522,2.5087999811005277,1
56.28094190643375,38.94964471795856,27.365358886598035,42.977696736412064,2.3332496496763127,1
89.72425054911577,82.44204121950895,67.92356697203053,90.38019218354749,2.7298200600978233,1
61.40519960161536,41.984482843850884,69.89190226322128,23.93767316326093,2.9319312743427726,0
56.85607058124285,85.80914548109428,71.88038560949505,38.4864682299597,2.0958430265699923,1
72.56176498949492,53.89906029190102,41.392162228603304,91.79085739709718,3.4848877117889767,1
48.45545349848576,73.40399194331764,21.208854737158003,40.495321155148396,2.716206914331057,0
88.13181884524238,27.642825106773454,97.20122955635775,37.65208476973988,2.335113871049899,1
44.47303862078625,69.90874597412585,40.0714436552882,31.05002345121978,1.7670524824099765,0
99.21321619603104,56.14141429897833,74.08210304420379,88.72894061175332,2.0971129010090173,1
86.33468615779944,66.92867705403793,76.53038959029676,60.00466073528693,3.8732029293899592,1
51.92294089205035,33.441136619589074,68.80059336635885,73.99145624433238,2.2627492170488166,1
40.331327027416144,78.94989959553456,45.03259153709186,39.125310726002375,1.9221482234175884,0
88.92768570729005,89.02376620345828,41.68770030112526,80.64323368089731,2.651681979137483,1
82.41144063085703,37.33918400726205,67.81346261621624,80.80044359696788,2.2677193584006217,1
83.74043008245924,27.657164441612938,89.28765068893532,45.00784199266401,1.5878981256779854,1
86.27622080115674,21.89108688370691,95.73869831387165,52.85461064082263,2.307863043198543,1
44.442679104045425,71.35772003546128,28.472464352300612,36.77522219441607,2.8602715598486714,0
61.507943712656356,68.56752288710246,32.38628900781759,98.12488186583235,2.8792809300499176,1
46.95214357150778,63.7357930171256,95.57890070264637,71.64820616467293,2.391397302942222,0
91.78620555253562,38.555767689278035,78.92281826678341,94.76351045724124,2.6182568906315016,1
77.39788760965348,51.27247967244117,90.63950598638185,44.270843490330655,3.913794795586916,1
59.85388149115895,67.55810681489385,36.210610730827455,82.55127303975118,2.4433711930757793,1
43.81350101716142,59.741348708733554,67.00686968875215,81.26869151077936,2.1455670331499572,0
58.65893930293973,99.02284161719098,76.0911675533979,75.33245214932333,2.1086676101669,1
59.51099932160482,30.91518020453865,74.40895083575782,97.25111802134404,2.644411531760335,1
83.77637070028385,75.6115643238075,52.65213526933585,51.48442688850524,3.39880037179236,1
78.25344828131279,52.34550144834337,21.231591335304678,30.457385887180585,2.014970460471183,0
93.23276455457959,54.25596919404918,66.63408454434105,73.73670873952486,3.2732403178519203,1
68.33289550971696,77.4078212526541,40.2481231343687,78.3447840381765,1.5528745583735408,1
47.1756547562981,75.39489210594957,56.020339691431225,66.00484587670518,2.5473324449598653,0
82.7946872333797,99.30047949617506,96.60648120670538,36.5454314506717,3.439662663006967,1
85.64710291701385,30.27154315633002,51.922825411394776,60.35647533354843,2.3468323894360785,1
73.67663185416978,28.328771950733305,87.18412853315414,44.97517892553035,2.9093427536134984,1
86.25803079727366,77.94710537029928,35.083248459940094,54.19732225333512,2.012448082064777,1
69.62773578186344,66.27095336051272,73.7968398420023,71.61748606757311,3.354988477815431,1
71.36396976291965,41.93285332478447,98.16055635511547,79.61717941526676,1.630697758171899,1
65.65246110151298,26.35354951911893,28.15144806983494,38.57797527210745,3.631356612188751,0
41.52514760464571,26.852659967714445,20.66559537817536,52.42602885175627,1.9954909660541704,0
46.473485619598264,91.53526997312946,54.686623410609144,41.53292567933033,3.685995079270827,0
41.885751141204054,35.34938597749943,27.410038644109378,35.89052910894953,2.3813231032512934,0
78.18462467582683,45.86972496924166,79.8707479740985,82.67097759966707,3.3067089361862165,1
58.8613588645796,38.13251217815904,93.16389310788472,92.74021555495939,2.298063244465471,1
70.51424146988217,48.39970446655499,54.721677816700705,49.61857485476614,3.764779178086619,1
94.45398843556558,25.55390741968747,40.69693137243527,80.10231394990134,1.816592813795936,1
